iter	Passed	Remaining
542	9068	24333
543	9079	24301
544	9089	24265
545	9100	24233
546	9118	24220
547	9127	24184
548	9149	24181
549	9159	24149
550	9174	24127
551	9196	24124
552	9205	24086
553	9219	24063
554	9229	24029
555	9239	23997
556	9254	23974
557	9275	23968
558	9298	23970
559	9321	23970
560	9337	23952
561	9347	23918
562	9362	23897
563	9376	23873
564	9391	23853
565	9403	23824
566	9413	23790
567	9422	23756
568	9441	23744
569	9456	23724
570	9475	23714
571	9491	23696
572	9506	23676
573	9517	23644
574	9534	23629
575	9549	23609
576	9565	23590
577	9583	23577
578	9603	23568
579	9616	23544
580	9633	23528
581	9648	23506
582	9660	23479
583	9673	23454
584	9687	23433
585	9702	23412
586	9717	23391
587	9737	23382
588	9756	23371
589	9773	23355
590	9787	23333
591	9801	23312
592	9816	23291
593	9829	23267
594	9844	23246
595	9861	23231
596	9877	23212
597	9887	23180
598	9901	23157
599	9912	23129
600	9921	23096
601	9937	23078
602	9952	23057
603	9967	23037
604	9975	23001
605	9995	22992
606	10013	22980
607	10036	22978
608	10052	22960
609	10071	22948
610	10095	22949
611	10109	22928
612	10123	22904
613	10133	22874
614	10142	22842
615	10158	22822
616	10171	22800
617	10183	22773
618	10199	22754
619	10212	22732
620	10221	22698
621	10232	22669
622	10242	22638
623	10257	22619
624	10267	22588
625	10282	22569
626	10297	22550
627	10312	22528
628	10331	22518
629	10350	22507
630	10366	22490
631	10381	22470
632	10400	22460
633	10411	22433
634	10440	22442
635	10454	22421
636	10475	22413
637	10489	22392
638	10504	22374
639	10518	22352
640	10547	22361
641	10563	22344
642	10576	22320
643	10592	22304
644	10607	22284
645	10619	22258
646	10636	22242
647	10653	22226
648	10673	22218
649	10687	22197
650	10700	22173
651	10715	22153
652	10732	22138
653	10757	22140
654	10776	22128
655	10792	22112
656	10808	22093
657	10818	22064
658	10833	22044
659	10850	22030
660	10862	22004
661	10873	21977
662	10886	21954
663	10899	21929
664	10914	21910
665	10925	21884
666	10943	21870
667	10959	21852
668	10968	21822
669	10981	21799
670	10995	21778
671	11014	21766
672	11032	21754
673	11044	21728
674	11065	21720
675	11077	21697
676	11089	21671
677	11108	21659
678	11125	21645
679	11143	21632
680	11162	21620
681	11178	21602
682	11191	21580
683	11209	21566
684	11226	21550
685	11238	21526
686	11261	21523
687	11279	21509
688	11296	21493
689	11316	21484
690	11333	21469
691	11350	21454
692	11370	21443
693	11388	21430
694	11405	21415
695	11416	21389
696	11440	21387
697	11457	21371
698	11467	21343
699	11488	21336
700	11507	21323
701	11521	21304
702	11537	21285
703	11547	21257
704	11558	21232
705	11585	21233
706	11599	21214
707	11615	21196
708	11633	21183
709	11652	21171
710	11670	21157
711	11679	21128
712	11691	21104
713	11707	21086
714	11721	21066
715	11735	21045
716	11750	21027
717	11760	20998
718	11771	20972
719	11790	20960
720	11807	20945
721	11821	20925
722	11831	20897
723	11859	20900
724	11874	20883
725	11886	20858
726	11899	20835
727	11914	20818
728	11931	20802
729	11947	20784
730	11960	20763
731	11972	20739
732	11986	20718
733	12001	20699
734	12018	20685
735	12033	20666
736	12042	20637
737	12058	20620
738	12070	20597
739	12081	20570
740	12097	20553
741	12108	20528
742	12126	20515
