iter	RMSE
0	227113.537
1	217040.414
2	207437.1056
3	198556.464
4	189980.2646
5	181910.2112
6	174331.0599
7	167195.4749
8	160351.9917
9	153839.432
10	147777.019
11	141931.5756
12	136455.4727
13	131274.8118
14	126595.0399
15	122013.4982
16	117804.2984
17	113684.8502
18	109841.6795
19	106262.8359
20	102937.5803
21	99768.91563
22	96764.85887
23	94071.40359
24	91475.13661
25	89020.62826
26	86697.49515
27	84609.55682
28	82679.47575
29	80877.38494
30	79120.72153
31	77476.63797
32	75997.4589
33	74601.75373
34	73287.88832
35	72147.96872
36	71002.98042
37	69974.57145
38	68960.92512
39	68061.02413
40	67154.77351
41	66327.43975
42	65556.17313
43	64872.48184
44	64218.12555
45	63623.15587
46	63084.78124
47	62561.90861
48	62081.68128
49	61654.36373
50	61210.39704
51	60782.13343
52	60406.27806
53	60082.1234
54	59731.52177
55	59432.0441
56	59093.75146
57	58807.75125
58	58562.56577
59	58270.31888
60	58060.9525
61	57854.46988
62	57622.03569
63	57412.26018
64	57228.92678
65	57060.39752
66	56924.52437
67	56799.68611
68	56670.82199
69	56534.43376
70	56340.81723
71	56187.27963
72	56073.9152
73	55929.88405
74	55822.74585
75	55720.11716
76	55570.84693
77	55388.20572
78	55277.93271
79	55199.47308
80	55079.43834
81	54989.9657
82	54912.38404
83	54822.44474
84	54776.56474
85	54653.00442
86	54592.50796
87	54501.00675
88	54425.83756
89	54291.76617
90	54240.77213
91	54207.49528
92	54168.49797
93	54133.70747
94	53998.01406
95	53941.04772
96	53881.92633
97	53753.85255
98	53589.17451
99	53417.11808
100	53370.62194
101	53340.54944
102	53311.49332
103	53240.83814
104	53116.83168
105	53048.24256
106	53026.90366
107	52983.67872
108	52964.18421
109	52841.22299
110	52781.13135
111	52755.11953
112	52725.17473
113	52675.49712
114	52589.72306
115	52567.24975
116	52525.89526
117	52455.19275
118	52444.59293
119	52407.5009
120	52362.06987
121	52339.08023
122	52240.91877
123	52131.59546
124	52104.69268
125	52086.58519
126	52050.1195
127	52011.69312
128	51961.6603
129	51927.834
130	51876.33708
131	51775.31146
132	51718.18679
133	51656.5429
134	51611.96422
135	51588.22333
136	51587.81558
137	51548.41017
138	51490.75629
139	51455.12253
140	51421.87377
141	51399.46742
142	51345.82048
